Date,Artist,Song Name,Song Korean Name,Song Type
7/8/2020,EXO-SC,Nothin (Chanyeol Solo),,Minor
7/7/2020,Great Guys,Run,내 심장은 널 향해 뛰어,Major
7/7/2020,EXO-SC,Telephone feat. 10CM,,Minor
7/6/2020,DONGKIZ I:KAN,Y.O.U,,Major
7/6/2020,F.Cuz,Shine,,Major
7/6/2020,SF9,Summer Breeze,여름 향기가 날 춤추게 해,Major
7/4/2020,Great Guys,In Summer,,Major
7/1/2020,Verivery,Thunder,,Major
6/29/2020,AB6IX,The Answer,답을 줘,Major
6/29/2020,Pentagon,Basquiat (Performance Video),바스키아,Special
6/28/2020,Stray Kids,Blueprint,청사진,Minor
6/28/2020,N.Flying,Flower Fantasy,,Minor
6/28/2020,TXT,Eternally,,Special
6/26/2020,BTS,Stay Gold,,Japanese
6/22/2020,Golden Child,ONE(Lucid Dream),,Major
6/22/2020,Seventeen,Left & Right,렢앤롸잇,Major
6/21/2020,VOISPER,The Day,그날,Major
6/17/2020,Cravity,Cloud 9,,Major
6/17/2020,D1CE,Draw You,너를 그린다,Major
6/17/2020,Stray Kids,God's Menu,神메뉴,Major
6/17/2020,N.O.M,I'm Not But,,Major
6/11/2020,Seventeen,My My,,Minor
6/9/2020,E'Last,Swear,기사의 맹세,Major
6/8/2020,Super Junior-K.R.Y,When We Were Us,푸르게 빛나던 우리의 계절,Major
6/7/2020,N.Flying,Oh really.,아 진짜요.,Major
6/3/2020,TXT,PUMA,동물원을 빠져나온 퓨마,Minor
6/3/2020,GIDONGDAE,Party Like This,재밌는 놀이,Major
6/2/2020,VICTON,Mayday,메이데이,Major
5/26/2020,Stray Kids,Top -Japanese ver.-,,Japanese
5/26/2020,Onewe,End of Spring,나의 계절 봄은 끝났다,Major
5/26/2020,MONSTA X,Fantasia,판타지아,Major
5/25/2020,DKB,Still,오늘도 여전히,Major
5/21/2020,OnlyOneOf,Angel (prod. GRAY),,Major
5/21/2020,D-Crunch,Pierrot,,Major
5/19/2020,NCT 127,Punch,,Major
5/18/2020,N.Flying,Amnesia,,Japanese
5/18/2020,TXT,Can't You See Me?,"세계가 불타버린 밤, 우린...",Major
5/14/2020,UNVS,Give You Up,,Major
5/11/2020,NU'EST,I'm In Trouble,,Major
5/11/2020,DAY6,Zombie,,Major
5/5/2020,2Z,Doctor,,Major
5/4/2020,ASTRO,Knock,널 찾아가,Major
4/29/2020,NCT DREAM,Ridin',라이딘,Major
4/26/2020,Noir,Lucifer,,Major
4/23/2020,ZICO X Kang Daniel,Refresh,,CF
4/22/2020,H&D,Good Night,,Minor
4/21/2020,IMFACT,Lie,거짓말이야,Minor
4/21/2020,H&D,Soul,,Major
4/20/2020,GOT7,Not By The Moon,,Major
4/17/2020,MONSTA X,YOU CAN'T HOLD MY HEART,,English
4/14/2020,CRAVITY,Break All The Rules,,Major
4/9/2020,WINNER,Remember,,Major
4/9/2020,MCND,Spring,떠,Major
4/8/2020,UNVS,Solar Eclipse (feat room102),절대 모를거야,Major
4/2/2020,Onewe,Q feat Hwasa,모르겠다고,Major
3/31/2020,CIX,Revival,,Japanese
3/30/2020,TOO,Magnolia,매그놀리아,Major
3/30/2020,MONSTA X,Wish on the same sky,,Japanese
3/26/2020,WINNER,Hold,뜸,Major
3/24/2020,Oneus,A Song Written Easily,쉽게 쓰여진 노래,Major
3/23/2020,Seventeen,Fallin' Flower,舞い落ちる花びら,Japanese
3/12/2020,AB6IX,Color Eye (Park Woojin),,Special
3/11/2020,DONGKIZ,Lupin,,Major
3/9/2020,Stray Kids,Levanter -Japanese ver.-,,Japanese
3/8/2020,VICTON,Howling,,Major
3/5/2020,BTS,Black Swan,,Minor
3/5/2020,NCT 127,Kick It,영웅,Major
3/1/2020,FTISLAND,Sunrise Yellow,,Japanese
2/28/2020,BTS,ON,온,Major
2/27/2020,SF9,Good Guy -Japanese ver.-,,Japanese
2/27/2020,MCND,Ice Age,,Major
2/23/2020,Spectrum,Showtime,,Major
2/22/2020,UNVS,Timeless,,Major
2/21/2020,BTS,ON (Come Prima),온,Major
2/20/2020,AB6IX,More (Kim Donghyun),더 더,Special
2/13/2020,AB6IX,Moondance (Jeon Woong),,Special
2/12/2020,BLACK6IX,Call My Name,,Major
2/11/2020,AlphaBAT,Again,불러본다,Special
2/11/2020,Pentagon,Dr. Bebe,Dr. 베베,Major
2/9/2020,The Boyz,Reveal,,Major
2/6/2020,iKON,Dive,뛰어들게,Major
2/3/2020,DKB,Sorry Mama,미안해 엄마,Major
1/29/2020,ATEEZ,Answer (Japanese Ver.),,Japanese
1/29/2020,Golden Child,Without You,,Major
1/28/2020,SECHSKIES,All For You,,Major
1/28/2020,Super Junior,2YA2YAO!,,Major
1/23/2020,"Dynamic Duo, Chen (EXO)",Alone,혼자,Special
1/23/2020,Super Junior,I Think I (Japanese ver.),,Japanese
1/17/2020,OnlyOneOf,meSAGE,,Minor
1/17/2020,BTS,Black Swan,,Minor
1/15/2020,TVXQ!,Manazashi,,Japanese
1/14/2020,TXT,Run Away (Japanese Ver.),9と4分の3番線で君を待つ,Japanese
1/13/2020,2Z,My 1st Hero,,Major
1/12/2020,ENOi,Cheeky,,Major
1/7/2020,Verivery,Lay Back,,Major
1/6/2020,B.O.Y,My Angel,,Major
1/6/2020,Dustin,Burn,,Major
1/6/2020,ATEEZ,Answer,,Major
1/5/2020,SF9,Good Guy,,Major
1/4/2020,M.O.N.T,Tired,피곤,Major
1/2/2020,MCND,Top Gang,,Major
1/2/2020,TST,Count down,,Major
1/1/2020,DONGKIZ,All I Need is You,,Major
12/26/2019,Stray Kids,Mixtape : Gone Days,곤데이즈,Minor
12/17/2019,Oneus,808,,Japanese
12/15/2019,Woojoo jjokkomi,White Winter,,Special
12/9/2019,Stray Kids,Levanter,바람,Major
12/6/2019,JBJ95,Only One,,Major
11/28/2019,Limitless,Wish Wish,,Major
11/28/2019,Newkidd,Come,컴,Major
11/27/2019,EXO,Obsession,,Major
11/20/2019,ASTRO,Blue Flame,,Major
11/19/2019,CIX,Numb,순수의 시대,Major
11/18/2019,Golden Child,Wannabe,,Major
11/13/2019,IN2IT,ULlala: Poisoning,ULlala: 중독,Major
11/13/2019,Stray Kids,Astronaut,,Major
11/12/2019,Seven O'Clock,Midnight Sun,,Major
11/10/2019,ATEEZ,UTOPIA (Japanese Ver.),,Japanese
11/6/2019,The Boyz,Tattoo,,Japanese
11/6/2019,1TEAM,Make This,,Major
11/5/2019,DONGKIZ,Fever,,Major
11/4/2019,B.I.G,Illusion,,Major
11/4/2019,GOT7,You Calling My Name,니가 부르는 나의 이름,Major
11/4/2019,VICTON,nostalgic night,그리운 밤,Major
11/1/2019,OnlyOneOf,Sage,구원,Major
10/31/2019,N.Flying,Kick-Ass,,Japanese
10/30/2019,We In The Zone,Loveade,,Major
10/29/2019,A.C.E,Savage,삐딱선,Major
10/28/2019,MONSTA X,Follow,,Major
10/24/2019,M.O.N.T,The Korean Island Dokdo,독도는 우리땅,Major
10/24/2019,Onewe,Regulus (Japanese ver.),,Japanese
10/23/2019,TVXQ!,Hot Sauce,,Japanese
10/23/2019,Winner,SOSO,,Major
10/22/2019,DAY6,Sweet Chaos,,Major
10/22/2019,MONSTA X,Find You,,Minor
10/22/2019,CIX,My New World,,Major
10/21/2019,NU'EST,Love Me,,Major
10/21/2019,VAV,Poison,포이즌,Major
10/21/2019,TXT,Run Away,9와 4분의 3 승강장에서 너를 기다려,Major
10/18/2019,BTS,Make It Right (feat Lauv),메이킷 롸잇,Minor
10/17/2019,Super Junior,SUPER CLAP,슈퍼클랩,Major
10/17/2019,1the9,Clap,속삭여,Major
10/16/2019,MONSTA X,Someone's Someone,,English
10/15/2019,N.Flying,Good Bam,굿밤,Major
10/9/2019,Stray Kids,Double Knot,,Major
10/8/2019,ATEEZ,Wonderland,,Major
10/7/2019,GreatGuys,Be On You,비온유,Major
10/7/2019,ONF,Why,,Major
10/7/2019,AB6IX,Blind For Love,,Major
10/4/2019,Super Junior,I Think I,,Minor
10/3/2019,SuperM,Jopping,,Major
10/1/2019,ARGON,Give me dat,,Major
9/30/2019,Oneus,Lit,가자,Major
9/26/2019,Apeace,Feel So Good,,Japanese
9/24/2019,TVXQ!,Guilty,,Japanese
9/18/2019,Teen Teen,It's On You,책임져요,Major
9/16/2019,Super Junior,Somebody New,,Special
9/16/2019,Seventeen,Fear,독,Major
9/9/2019,Super Junior,Show,,Special
9/9/2019,MONSTA X,Pepsi For The Love Of It,,CF
9/9/2019,FTISLAND,Quit,관둬,Minor
9/3/2019,VANNER,Get Crazy,미쳐버려,Major
9/2/2019,AlphaBAT,Fly,,Major
9/2/2019,M.O.N.T,Bae,,Minor
9/2/2019,W Project,1 minute 1 second,분1초(돌아와줘),Special
8/28/2019,Onewe,Regulus,야행성,Major
8/27/2019,Signal,Down For You,너 다운,Major
8/27/2019,X1,Flash,,Major
8/26/2019,N.Cus,Super Luv,,Major
8/25/2019,M.O.N.T,Rock Paper Scissors,가위바위보,Major
8/23/2019,VAV,Give me more (Un Poco Mas),,Special
8/22/2019,UP10TION,Your Gravity,,Major
8/21/2019,IZ,Final Kiss,너와의 추억은 항상 여름같아,Major
8/19/2019,The Boyz,D.D.D,,Major
8/19/2019,Target,BABY COME BACK HOME,,Major
8/13/2019,The Rose,Red,,Major
8/13/2019,M.O.N.T,Daehan minguk mansae,대한민국만세,Minor
8/6/2019,JBJ95,Spark,불꽃처럼,Major
8/6/2019,IN2IT,Run Away,,Major
8/5/2019,Seventeen,Hit,,Major
8/4/2019,TRCNG,Missing,,Major
8/1/2019,D1CE,Wake Up,깨워,Major
7/31/2019,W24,Stay A Moment,거기 잠시라도,Major
7/31/2019,Verivery,Tag Tag Tag,,Major
7/28/2019,Z-BOYS,Holla Holla,,Major
7/26/2019,Pentagon,Sha La La (Japanese ver.),,Japanese
7/25/2019,NCT Dream,Boom,붐,Major
7/25/2019,EXO-SC,Closer To You,,Minor
7/23/2019,CIX,Movie Star,무비 스타,Major
7/22/2019,NCT 127,Highway To Heaven,,English
7/22/2019,1TEAM,Ice In The Cup,,Minor
7/21/2019,Dongkiz,Blockbuster,블록버스터,Major
7/21/2019,EXO-SC,What A Life,,Major
7/19/2019,EXO-SC,Just 2 Us feat. Gaeko,,Minor
7/19/2019,N.Flying,Lupin,,Japanese
7/18/2019,TVXQ!,Hot Hot Hot,,Japanese
7/17/2019,Pentagon,Humph!,접근금지,Major
7/16/2019,Norazo,Shower,샤워,Major
7/15/2019,KNK,Sunset,,Major
7/15/2019,MONSTA X,X-Phenomenon,,Japanese
7/11/2019,1TEAM,Rolling Rolling,롤링롤링,Major
7/9/2019,Limitless,Dream Play,몽환극,Major
7/8/2019,ATEEZ,Aurora (Performance ver.),,Major
7/2/2019,BTS,Lights,,Japanese
7/2/2019,Winner,Ah Yeah (Japanese ver.),,Japanese
7/1/2019,Stray Kids,TMT,별생각,Minor
7/1/2019,Winner,Millions (Japanese ver.),,Japanese
6/27/2019,CICI,CC,씨씨,Major
6/26/2019,MAP6,I Like it!,,Japanese
6/25/2019,GOT7,Love Loop,,Japanese
6/22/2019,N.Flying,Songbird,,Japanese
6/21/2019,MONSTA X,Who Do U Love feat. French Montana,,English
6/19/2019,N.Tic,Fiction,,Major
6/19/2019,Stray Kids,Side Effects,부작용,Major
6/17/2019,BZ-Boys,Question,,Major
6/17/2019,SF9,RPM,알피엠,Major
6/11/2019,Noir,Doom Doom,,Major
6/11/2019,MONSTA X,Alligator -Japanese ver.-,,Japanese
6/10/2019,ATEEZ,Illusion,,Major
6/10/2019,ATEEZ,Wave,,Major
6/5/2019,TXT,Nap of a Star,별의 낮잠,Minor
6/4/2019,Teen Top,Run Away,,Major
5/27/2019,We In The Zone,Let's Get Loud,내 목소리가 너에게 닿게,Major
5/26/2019,Masc,Maschera,,Major
5/26/2019,MASC,MASCHERA,,Major
5/24/2019,NCT 127,Superhuman,,Major
5/23/2019,IZ,Eden,에덴,Major
5/22/2019,Ab6ix,Breathe,,Major
5/20/2019,ATEEZ,Promise,,Minor
5/20/2019,GOT7,Eclipse,,Major
5/17/2019,Onewe,0&4,공과 사,Major
5/16/2019,A.C.E,Undercover,,Major
5/15/2019,Onewe,Ring On My Ears,귀걸이가 나를 때리게,Major
5/15/2019,Winner,Ah Yeah,아예,Major
5/13/2019,Onewe,Reminisce about All,다 추억,Major
5/9/2019,N.Flying,Leave It,놔,Minor
5/3/2019,TXT,Cat & Dog (English ver.),,English
5/2/2019,Golden Child,Spring Again,그러다 봄,Minor
5/1/2019,A.C.E,If You Heard,들린다면,Minor
4/29/2019,Spectrum,After Party,,Major
4/29/2019,NU'EST,Bet Bet,벳벳,Major
4/28/2019,Station,Melody 4 U,너를 위한 멜로디,Major
4/28/2019,The Boyz,Bloom Bloom,,Major
4/25/2019,Ab6ix,Hollywood,,Minor
4/25/2019,Newkidd,Tu eres,뚜에레스,Major
4/24/2019,TXT,Cat & Dog,,Minor
4/24/2019,Verivery,From Now,딱 잘라서 말해,Major
4/24/2019,N.Flying,Spring Memories,봄이 부시게,Major
4/22/2019,Pentagon,Genius (feat. Pentagon's Fathers),,Minor
4/21/2019,Target,Beautiful,아름다워,Major
4/21/2019,Target,Beautiful,아름다워,Major
4/19/2019,ENOi,Bloom,,Major
4/18/2019,N.Flying,Pinhole,,Japanese
4/15/2019,Stray Kids,Chronosaurus,,Minor
4/14/2019,Super Junior-D&E,Danger,땡겨,Major
4/12/2019,1THE9,Spotlight,,Major
4/12/2019,BTS,Boy With Luv feat. Halsey,작은 것들을 위한 시,Major
4/11/2019,Greatguys,Dang!,댕!,Major
4/11/2019,N.Flying,The World Is Mine,,Japanese
4/10/2019,1THE9,The Story,우리들의 이야기,Minor
4/8/2019,Stray Kids,Victory Song,승전가,Minor
4/7/2019,VAV,I'm Sorry,,Minor
4/7/2019,1THE9,Domino (Feat. Crush),,Minor
4/7/2019,TXT,Blue Orangeade,,Minor
3/29/2019,Vibe,A Sad Song,슬픈가요,Major
3/28/2019,Bastarz,Help Me,,Major
3/27/2019,1Team,Vibe,습관적 VIBE,Major
3/27/2019,Pentagon,Sha-la-la,신토불이,Major
3/26/2019,JBJ95,Awake,,Major
3/25/2019,Jus2,Take,,Minor
3/25/2019,Bastarz,From Seoul,,Major
3/24/2019,Stray Kids,Miroh,,Major
3/18/2019,NCT 127,Wakey-Wakey,,Japanese
3/18/2019,VAV,Thrilla Killa,,Major
3/14/2019,100%,Still Loving You,,Major
3/13/2019,The T-Bird,Rockstar,롹스타,Major
3/11/2019,Wooseok x Kuanlin,I'm A Star,별짓,Major
3/10/2019,Argon,Master Key,,Major
3/8/2019,SF9,Enough -Japanese ver.-,,Japanese
3/8/2019,Apeace,White Love,,Japanese
3/6/2019,ASTIN,Mirror Mirror,,Major
3/6/2019,H.B.Y,Bbang,지구뿌셔,Major
3/4/2019,MONSTA X,Shoot Out (Japanese),,Japanese
3/4/2019,TXT,Crown,어느날 머리에서 뿔이 자랐다,Major
3/3/2019,Jus2,Focus On Me,,Major
3/1/2019,Super Junior,Ahora Te Puedes Marchar',,Special
2/27/2019,SUV,Cheer Man,치어맨,Special
2/24/2019,Boyfriend,Stay The Way You Are,,Japanese
2/21/2019,Seven O'clock,Get Away,,Major
2/21/2019,Zboys,No Limit,,Major
2/20/2019,SF9,Enough,예뻐지지,Major
2/19/2019,Trei,Gravity,,Major
2/18/2019,MONSTA X,Alligator,엘리게이터,Major
2/13/2019,Vanner,Better Do Better,배로 두 배로,Major
2/11/2019,TST,Wake Up,,Major
2/10/2019,FTISLAND,God Bless You,,Japanese
2/7/2019,ONF,We Must Love,사랑하게 될 거야,Major
2/1/2019,VIXX,Walking,걷고있다,Special
1/31/2019,N.Flying,Stand by me,,Japanese
1/31/2019,Aweek,The More I See,보면 볼수록,Major
1/27/2019,Snuper,Weekend Secret,,Japanese
1/24/2019,IMFACT,Only U,온리 유,Major
1/22/2019,MustB,I Want U,,Major
1/21/2019,Seventeen,Home,,Major
1/16/2019,Astro,All Night,전화해,Major
1/15/2019,ATEEZ,Say My Name,,Major
1/14/2019,Lu:kus,FAKER,,Major
1/9/2019,Oneus,Valkyrie,발키리,Major
1/9/2019,Verivery,Ring Ring Ring,불러줘,Major
1/8/2019,Pentagon,COSMO,,Japanese
1/7/2019,iKON,I'm OK,아임 오케이,Major
1/7/2019,KNK,Lonely Night,,Major
1/4/2019,Mfect,Designer,디자이너,Major
1/4/2019,M.O.N.T,Will you be my girlfriend?,사귈래 말래?,Major
1/2/2019,N.Flying,Rooftop,옥탑방,Major
1/1/2019,Team X,Modern,,Major
12/27/2018,NCT Dream,Candle Light,사랑한단 뜻이야,Special
12/26/2018,TVXQ!,Truth,,Major
12/20/2018,Seventeen,Getting Closer,숨이 차,Special
12/19/2018,WINNER,Millions,,Major
12/16/2018,GOT7,I Won't Let You Go,,Japanese
12/13/2018,EXO,Love Shot,,Major
12/11/2018,Golden Child,I See You,너만 보인다,Special
12/10/2018,100%,28℃,,Japanese
12/10/2018,DAY6,Days gone by,행복했던 날들이었다,Major
12/6/2018,VAV,So In Love,,Special
12/6/2018,UP10TION,Blue Rose,,Major
12/3/2018,GOT7,Miracle,,Special
11/30/2018,The Boyz,No Air,,Major
11/26/2018,NU'EST W,Help Me,,Major
11/22/2018,NCT 127,Simon Says,,Major
11/20/2018,Dongkiz,Nom,,Minor
11/20/2018,Highlight,Loved,사랑했나봐,Major
11/19/2018,VOISPER,Goodbye to Goodbye,,Major
11/19/2018,Wanna One,Spring Breeze,봄바람,Major
11/15/2018,THE MAN BLK,Free Fall,,Major
11/14/2018,Hotshot,I Hate You,니가 미워,Major
11/14/2018,Stray Kids,Get Cool,,Major
11/12/2018,D-CRUNCH,Stealer,,Major
11/12/2018,BtoB,Beautiful Pain,아름답고도 아프구나,Major
11/9/2018,Seventeen,Holiday,,Minor
11/4/2018,Fallanc,Never Mind,,Major
11/4/2018,Spectrum,What Do I Do,,Major
11/2/2018,Exo,Tempo,,Major
11/1/2018,TST,Paradise,낙원,Major
10/30/2018,Black6ix,Swamp of Despair,절망의 늪,Major
10/30/2018,JBJ95,Home,,Major
10/30/2018,14U,N.E.W.S,나침반,Major
10/26/2018,N.Flying,Like A Flower,꽃,Minor
10/24/2018,ATEEZ,Treasure,,Major
10/24/2018,Golden Child,Genie,지니,Major
10/22/2018,MONSTA X,Shoot Out,,Major
10/22/2018,Stray Kids,I Am You,,Major
10/16/2018,iKON,Freedom,바람,Minor
10/11/2018,VAV,Senorita,,Major
10/11/2018,NCT 127,Regular (Korean ver.),,Major
10/10/2018,Boys Republic,You're My,,Major
10/10/2018,Vibe,Not A Love,,Major
10/9/2018,OBroject,Tropical Night,열대야,Major
10/8/2018,Snuper,You In My Eyes,내 눈에는 니가,Major
10/8/2018,Super Junior,One More Time (Otra Vez),,Major
10/8/2018,Seven O'clock,Searchlight,,Major
10/8/2018,Seven O'clock,Nothing Better,,Major
10/8/2018,NCT 127,Regular (English ver.),,English
10/4/2018,The Rose,She's In The Rain,,Major
10/2/2018,S.O.U.L,Get Myself With You,네 꿈이 좋아,Major
10/1/2018,iKON,Goodbye Road,이별길,Major
10/1/2018,NU'EST W,I Don't Care (with Spoonz),,Major
10/1/2018,Noir,Airplane Mode,,Major
9/30/2018,Super Junior,Animals,,Major
9/27/2018,"Onewe, Oneus",Last Song,,Major
9/21/2018,Verivery,Super Special,,OST
9/18/2018,DAY6,Breaking Down,,Japanese
9/17/2018,GOT7,Lullaby,럴러바이,Major
9/17/2018,Lucente,Your Difference,뭔가달라,Major
9/16/2018,PLT,Igoholic,,Major
9/14/2018,VIXX,Reincarnation,,Japanese
9/10/2018,SHINee,Countless,셀 수 없는,Major
9/10/2018,Pentagon,Naughty boy,청개구리,Major
9/9/2018,Day6,Beautiful Feeling,,Minor
9/6/2018,SG Wannabe,Let's Meet Up Now,만나자,Major
9/5/2018,The Boyz,Right Here,,Major
9/5/2018,Spectrum,Dear my,,Minor
9/3/2018,Blanc7,Drama,드라마,Major
9/3/2018,100%,Heart,맘,Major
9/3/2018,GreatGuys,Illusion,일루션,Major
8/31/2018,Drug Restaurant,403,,Major
8/30/2018,NCT Dream,We Go Up,,Major
8/28/2018,Shinhwa,Kiss Me Like That,,Major
8/27/2018,Stray Kids,Awkward Silence,갑자기 분위기 싸해질 필요 없잖아요,Minor
8/24/2018,BTS,Idol,아이돌,Major
8/20/2018,UP10TION,So Beautiful,,Major
8/20/2018,MXM,Checkmate,,Major
8/18/2018,Bigflo,Upside Down,거꾸로,Major
8/16/2018,IMFACT,NANANA,나나나,Major
8/16/2018,Super Junior-D&E,Bout you,머리부터 발끝까지,Major
8/14/2018,MXM,Ya Ya Ya,,Major
8/10/2018,Hoons,"Sweet & Salty, Sweet & Salty",단짠단짠,Major
8/6/2018,D-Crunch,Palace,,Major
8/6/2018,Stray Kids,My Pace,,Major
8/6/2018,UP10TION,Chaser,,Japanese
8/2/2018,BtoB-Blue,When it rains,,Major
8/2/2018,iKON,KIlling Me,죽겠다,Major
8/2/2018,Riot Kidz,Fahrenheit,,Major
8/1/2018,MONSTA X,Livin' It Up,,Japanese
7/31/2018,SF9,Now or Never,질렀어,Major
7/28/2018,Rainz,I Love You,好きなんて,Japanese
7/26/2018,IN2IT,Sorry For My English,,Major
7/26/2018,100%,Grand Bleu,,Major
7/26/2018,FTISLAND,Summer Night's Dream,여름밤의 꿈,Major
7/24/2018,Astro,Always You,너잖아,Major
7/23/2018,Super Junior D&E,Sunrise,,Japanese
7/19/2018,Boyfriend,Call Me,,Japanese
7/18/2018,Varsity,Flower,,Major
7/17/2018,FTISLAND,Pretty Girl,,Japanese
7/16/2018,Seventeen,Oh My!,어쩌나,Major
7/16/2018,CNBLUE,Don't Say Good Bye,,Japanese
7/12/2018,The Boyz,Keeper,지킬게,Major
7/11/2018,Epik High,Sleeping Beauty,,Major
7/10/2018,Myteen,She Bad,,Major
7/8/2018,Target,Is It True,실화냐,Major
7/4/2018,Golden Child,Let Me,,Major
7/3/2018,MeloMance,Tale,동화,Major
7/3/2018,Teen Top,Lover,너와 나의 사이,Major
6/28/2018,UNB,Black Heart,블랙하트,Major
6/27/2018,GDB,Eggslut,,Major
6/27/2018,Drunken Tiger,Bumaye,범바예,Major
6/26/2018,DAY6,Shoot Me,슛 미,Major
6/26/2018,100%,Summer Night,,Japanese
6/25/2018,SHINee,Our Page,네가 남겨둔 말,Major
6/25/2018,NU'EST W,Dejavu,데자부,Major
6/25/2018,My Sunset,,다가가,Minor
6/21/2018,The Eastlight,Never Thought (I'd Fall In Love),,Minor
6/18/2018,BtoB,Only One For Me,너 없인 안 된다,Major
6/17/2018,Like A Movie,Twilight,,Major
6/17/2018,DAY6,Stop The Rain,,Japanese
6/14/2018,"HNB (Woo Jin-young, Kim Hyeon-soo)",Falling In Love,설레고 난리,Major
6/13/2018,Longguo,Clover feat. Yoon Mirae,,Major
6/12/2018,DPR LIVE,Playlist,,Major
6/11/2018,SHINee,I Want You,,Major
6/7/2018,ONF,Complete,널 만난 순간,Major
6/7/2018,A.C.E,Take Me Higher,텍 미 하이어,Major
6/4/2018,Wanna One,Light,켜줘,Major
5/31/2018,Xeno-T,Dokoni Itemo,どこにいても,Japanese
5/30/2018,Super Junior-D&E,Hot Babe,,
5/28/2018,SHINee,Good Evening,데리러 가,Major
5/28/2018,NTB,Dramatic,,Major
5/25/2018,24K,Bonnie N Clyde,보니 앤 클라이드,Major
5/25/2018,Boyfriend,Sunshower,여우비,Minor
5/24/2018,The Eastlight,Love Flutters,설레임,Major
5/23/2018,The Rose,I.L.Y,,Minor
5/23/2018,Victon,The Time Of Sorrow,오월애,Major
5/22/2018,TST,Love Story,,Major
5/21/2018,Cross Gene,Believe Me,빌리브미,Minor
5/20/2018,V.O.S,Door,문,Major
5/18/2018,BTS,Fake Love,페이크 러브,Major
5/17/2018,PLT,Hocus Pocus,,Minor
5/16/2018,N.Flying,How R U Today,하우알유,Major
5/16/2018,SEVENTEEN,Call Call Call,,Japanese
5/16/2018,Baechigi,Do More,더 해,Major
5/15/2018,CROSS GENE,Fly,비상,Minor
5/8/2018,Spectrum,Light It Up,불붙여,Major
5/8/2018,NCT 127,Chain,체인,Major
5/8/2018,CROSS GENE,Touch It,달랑말랑,Major
5/8/2018,Teen Top,Seoul Night,서울밤,Major
5/6/2018,GOT7,The New Era,,Japanese
5/1/2018,IZ,Angel,엔젤,Major
4/30/2018,HALO,O.M.G.,오마이갓,Major
4/29/2018,IZ,Granulate,새살,Minor
4/29/2018,JBJ,Just Be Stars,,Minor
4/28/2018,SHINee,Everytime,,Japanese
4/26/2018,The Eastlight,Are You Okay,넌 괜찮니,Minor
4/24/2018,MONSTA X,Puzzle,,Japanese
4/24/2018,EXO-CBX,Horololo,호롤롤로,Major
4/23/2018,Snuper,Tulips,튤립,Major
4/22/2018,Stray Kids,Mirror (Performance),미러,Minor
4/20/2018,BNF,Blossoms,꽃잎이 되어,Major
4/19/2018,IN2IT,Snapshot,스냅샷,Major
4/18/2018,NCT 2018,Black on Black (Performance),블온블,Major
4/17/2018,VIXX,Scentist,향,Major
4/17/2018,JBJ,Call Your Name,부를게,Major
4/17/2018,IMFACT,The Light,빛나,Major
4/15/2018,The Rose,Baby,베이비,Major
4/13/2018,SF9,Dear Fantasy,,Minor
4/12/2018,Super Junior,Lo Siento feat. Leslie Grace,로시엔토,Major
4/11/2018,UNB,Only One,온리 원,Minor
4/10/2018,Hyeongseop X Euiwoong,Love Tint,너에게 물들어,Major
4/10/2018,EXO-CBX,Blooming Day,花요일,Major
4/9/2018,Gunmin X Heedo (B.I.G),Don't Worry,돈워리,Minor
4/8/2018,NOIR,Gangsta,갱스타,Major
4/7/2018,UNB,Feeling,감각,Major
4/6/2018,GreatGuys,Ganda,간다,Major
4/5/2018,YDPP,Love It Live It,러빗리빗,Major
4/4/2018,WINNER,EVERYDAY,에브리데이,Major
4/3/2018,The Boyz,Giddy Up,기디 업,Major
4/3/2018,TVXQ!,Love Line,평행선,Major
4/2/2018,Pentagon,Shine,빛나리,Major
4/1/2018,NCT U,YESTODAY,예스투데이,Major
4/1/2018,Super Junior-D&E,Lose It,,Japanese
3/30/2018,Stray Kids,Grow Up,잘 하고 있어,Minor
3/28/2018,TVXQ!,The Chance Of Love,운명,Major
3/27/2018,5tion,Love Takes Time,러브 테이크 타임,Major
3/26/2018,Stray Kids,District 9,디스트릭트 나인,Major
3/26/2018,MONSTA X,Jealousy,젤러시,Major
3/25/2018,Shinhwa,All Your Dreams,올 유어 드림,Major
3/21/2018,SEVENTEEN,Just Do It (BSS),거침없이,Minor
3/20/2018,B1A4,Aerumade,会えるまで,Japanese
3/20/2018,SF9,Together,투게더,Minor
3/19/2018,Wanna One,Boomerang,부메랑,Major
3/15/2018,FTISLAND,Hold The Moon,,Japanese
3/15/2018,UP10TION,Candyland,캔디랜드,Major
3/13/2018,NCT 127,Touch,터치,Major
3/13/2018,Golden Child,Lady,레이디,Major
3/12/2018,GOT7,Look,룩,Major
3/8/2018,U-KISS,No Regret,,Japanese
3/8/2018,ONF,Difficult,디피컬트,Minor
3/6/2018,MXM,Gone Cold,식어버린 온도,Major
3/5/2018,Noel,Our last day,그날의 너에게,Major
3/5/2018,Wanna One,I.P.U,약속해요,Minor
3/4/2018,NCT DREAM,GO,고,Major
2/27/2018,Waeb,Go Away,,Major
2/26/2018,NCT U,Baby Don't Stop,베비돈스탑,Major
2/26/2018,SF9,Mamma Mia,맘마미아,Major
2/23/2018,"Trax, Lip2Shot",Notorious,,Major
2/21/2018,VROMANCE,Star,별,Major
2/18/2018,NCT U,BOSS,보스,Major
2/18/2018,Boyfriend,Try My Wings,트라이 마이 윙스,Japanese
2/15/2018,N.tic,Once Again,원스 어게인,Major
